Post ID,CommentCount,AcceptedAnswerId
"72804704","9","73458984"
"72787934","1",""
"72782449","0","72782983"
"72744613","0",""
"72739799","5",""
"72733960","0",""
"72727827","0",""
"72701918","0","72709520"
"72701185","0",""
"72691109","2",""
"72645822","0","72653864"
"72642918","0",""
"72573478","2",""
"72572232","0","72572491"
"72521081","2",""
"72469258","0",""
"72462836","1",""
"72394840","2","72395079"
"72387697","2",""
"72350703","0",""
"72349165","1","72370632"
"72284795","0","72289074"
"72274496","0",""
"72257896","7",""
"72249074","0","72253835"
"72241814","0","72242436"
"72217764","2",""
"72203242","0",""
"72193062","0","72193798"
"72189892","0","72189974"
"72180786","3",""
"72177898","2",""
"72174750","5",""
"72140342","2",""
"72139575","2",""
"72136088","0",""
"72126722","1",""
"72080826","11",""
"72067294","1",""
"71962152","3","71976633"
"71960583","0","71960891"
"71911630","0",""
"71899556","1",""
"71876033","2","71878085"
"71866288","0","71866465"
"71860926","2",""
"71856583","1",""
"71824803","13",""
"71751343","2",""
"71726244","0","71732367"
"71722637","1","71876346"
"71690297","2",""
"71664485","2",""
"71627970","4",""
"71620687","2","71620861"
"71617889","0","71619185"
"71616571","0",""
"71607906","2","71655154"
"71590785","1",""
"71585275","1","71585593"
"71532653","0","71543615"
"71500386","1",""
"71493269","2",""
"71481904","2",""
"71470633","0",""
"71440033","1",""
"71418957","4",""
"71417857","6","71477291"
"71409353","0","71409646"
"71399624","0",""
"71398882","0","71399097"
"71384927","2",""
"71330567","2",""
"71327693","0",""
"71327407","0","71367592"
"71321745","4",""
"71284382","0",""
"71280204","0","71280315"
"71261467","1","71264583"
"71213250","0",""
"71183671","7",""
"71175620","3",""
"71150142","0",""
"71117302","2","71121723"
"71104871","2",""
"71050697","2","71052343"
"71048035","0",""
"71032760","2",""
"71028679","0",""
"71007066","1",""
"70956673","6",""
"70956389","0","70957123"
"70947892","0",""
"70931371","1",""
"70905201","0","70911934"
"70880940","0","70885691"
"70869083","0",""
"70837053","0","70843867"
"70803546","0",""
"70755449","0",""
"70749895","2",""
"70727739","1",""
"70713831","0","70720319"
"70709749","1",""
"70707551","0",""
"70703655","0","70720797"
"70689239","0",""
"70675910","0",""
"70609579","0","70619775"
"70607224","5","70667079"
"70574117","4",""
"70557002","1",""
"70546666","0","70562037"
"70529754","0","70538225"
"70482540","0",""
"70472067","0","70472243"
"70464729","2",""
"70429738","0",""
"70377682","0",""
"70368350","8",""
"70339341","0","70347017"
"70328615","2","70328718"
"70189982","0","70198066"
"70164699","1",""
"70157962","2",""
"70139384","2",""
"70130957","1","70131406"
"70121173","1",""
"70108900","4","70109775"
"70064960","0",""
"70064477","3","74253692"
"70048440","0",""
"70013639","2",""
"70010363","0",""
"69988135","3","71001973"
"69914626","0",""
"69891268","1",""
"69883861","0","69893105"
"69874966","2",""
"69861444","0","69861501"
"69842625","2",""
"69816100","0",""
"69779095","0","69783986"
"69735322","0",""
"69729241","2",""
"69706576","0",""
"69686024","0",""
"69663570","0",""
"69628487","0","69683069"
"69615747","1",""
"69610727","0",""
"69539466","0",""
"69520218","1","69521809"
"69477806","3",""
"69433514","0","69610933"
"69426006","0","69532366"
"69412395","1",""
"69368042","1",""
"69352275","0",""
"69351120","4",""
"69341381","0",""
"69327798","3","69328310"
"69319644","1",""
"69313960","0",""
"69312136","1",""
"69253108","1","69253311"
"69248442","0",""
"69225074","4",""
"69223432","2",""
"69218494","0","69223273"
"69217515","1","69219128"
"69215446","0","69218787"
"69204213","2",""
"69189754","0","69189976"
"69125678","0","69130377"
"69120859","0",""
"69065781","5",""
"69036241","1",""
"69006922","1","69158746"
"68971791","0","68975633"
"68928954","0","68929120"
"68927809","0","68931168"
"68926574","1",""
"68901673","0","68901816"
"68890187","1",""
"68872771","0","68878734"
"68871329","0",""
"68865393","1",""
"68826528","2",""
"68817989","0","68819822"
"68813979","0","68814093"
"68759885","0","68819794"
"68749214","2",""
"68739904","0","68740996"
"68738363","0","68894824"
"68711278","1",""
"68698065","0","68698418"
"68659164","0","68708517"
"68654498","0","68654948"
"68625163","0",""
"68615933","0",""
"68599547","2","68602740"
"68588794","4",""
"68587883","1",""
"68545128","4",""
"68499164","0","68524306"
"68482596","11",""
"68439668","1",""
"68394320","3",""
"68394241","0","68396056"
"68394076","0",""
"68368167","1",""
"68344050","3",""
"68334657","2",""
"68329992","3",""
"68306484","0","68308553"
"68301034","2",""
"68281628","1",""
"68276318","2",""
"68274864","0","68275055"
"68269927","1",""
"68254796","0",""
"68246383","0",""
"68245499","1",""
"68192433","0",""
"68185061","2","68518389"
"68182698","0",""
"68173470","0",""
"68140256","0","68140312"
"68125995","9",""
"68090182","3",""
"68019762","2",""
"68005850","2",""
"67998798","0",""
"67997713","2","67998073"
"67931599","1",""
"67925248","0","67937061"
"67916065","2",""
"67906629","3",""
"67870289","2",""
"67867753","0",""
"67859601","2",""
"67806643","5",""
"67794357","0","67794722"
"67789544","0","67796633"
"67747972","4",""
"67738117","1",""
"67734007","4","67734401"
"67679283","2",""
"67674699","6",""
"67664837","0","75764096"
"67638951","1",""
"67612600","11","67613763"
"67543209","1","67621076"
"67528522","0",""
"67519425","1","68482504"
"67507820","0","67507985"
"67500193","3",""
"67493000","2",""
"67474728","0","67528661"
"67457480","0",""
"67453255","10",""
"67441897","2","67464811"
"67426019","0","67426116"
"67397321","5","67398182"
"67394555","0",""
"67394407","2",""
"67375166","0",""
"67314802","1",""
"67303890","0","67306087"
"67303509","2",""
"67295563","9",""
"67287500","0",""
"67283520","0",""
"67275721","3",""
"67267702","2",""
"67267067","6",""
"67257008","5","67479054"
"67194634","3","67246204"
"67184726","0",""
"67110646","2",""
"67094412","1",""
"67087425","0",""
"67083987","0","67084115"
"67083093","0",""
"67038194","0",""
"67030323","0",""
"66944085","2",""
"66890249","0",""
"66832669","0",""
"66828446","0",""
"66822048","1","66834146"
"66805931","0",""
"66799479","0",""
"66753434","0",""
"66674611","2",""
"66666291","2",""
"66639014","4",""
"66624212","0","66643853"
"66606563","0","66647619"
"66563494","1",""
"66562345","2",""
"66534435","1",""
"66530272","6","66530792"
"66487408","3",""
"66462243","3",""
"66444961","0","66547591"
"66433496","1","66433607"
"66424263","4",""
"66401369","0",""
"66379473","0",""
"66371722","2",""
"66363922","4",""
"66357841","0",""
"66356878","11","66356985"
"66350670","0","66352012"
"66332810","0","66839470"
"66326872","0","66326947"
"66292616","5",""
"66281996","0",""
"66267633","0","67245903"
"66266958","0",""
"66266033","0",""
"66228077","1",""
"66219960","2",""
"66213829","6","66214452"
"66204478","0","66624185"
"66201424","4",""
"66199151","0","66210534"
"66190990","0",""
"66149878","2",""
"66135162","0",""
"66103080","0",""
"66091139","0","66091377"
"66085788","0","66086250"
"66060945","4",""
"66056297","2",""
"66046535","3",""
"66034713","0","66035638"
"65962886","4",""
"65921730","2",""
"65907033","5",""
"65906965","4",""
"65861898","0",""
"65769184","0",""
"65768537","0",""
"65764604","0",""
"65752679","0",""
"65743569","1",""
"65739592","0",""
"65708614","0",""
"65690944","3",""
"65688329","0",""
"65677406","0","65678335"
"65645289","0","65689039"
"65613869","0",""
"65600562","4","65600943"
"65551659","3",""
"65492523","0",""
"65488631","0","65488746"
"65484081","1","65490127"
"65454578","0","65476289"
"65441268","0",""
"65433124","5",""
"65409362","1",""
"65356541","0",""
"65324684","0",""
"65290965","0",""
"65273410","0","65361196"
"65267452","3",""
"65160400","1","65160499"
"65153422","0","65160717"
"65143979","0","65145747"
"65121740","2",""
"65117817","1",""
"65115016","2",""
"65068353","0","65074546"
"65061020","0",""
"65040696","4","65050601"
"65036846","0",""
"64994311","2","64994600"
"64866522","6","64866904"
"64810791","0",""
"64807140","0","64807349"
"64805974","0",""
"64799406","1",""
"64768989","1",""
"64767231","0",""
"64764131","0",""
"64758759","0",""
"64731868","0","64770148"
"64728954","2",""
"64727908","4",""
"64692009","2",""
"64662676","0",""
"64656848","0",""
"64646551","0","64653722"
"64638775","0",""
"64613067","1","64613204"
"64605008","0","64605106"
"64583794","0",""
"64577527","2",""
"64552996","2",""
"64540986","0",""
"64537756","0",""
"64537121","0",""
"64496364","1","64497014"
"64493308","0",""
"64460941","3","64461359"
"64435099","4","64435408"
"64366375","7",""
"64334975","0",""
"64322444","0",""
"64280141","0",""
"64278426","0",""
"64268889","2",""
"64236859","0","64278592"
"64211513","1",""
"64198426","0","64198661"
"64192586","0",""
"64185831","5","64188206"
"64172681","1","64173997"
"64154518","2",""
"64121979","2",""
"64112565","0",""
"64102036","0",""
"64091550","3",""
"64083752","0","64097702"
"64040071","0",""
"63999500","0","63999874"
"63941553","0",""
"63918543","2",""
"63807411","1","63808958"
"63802521","1","63810040"
"63790729","0","63792090"
"63778133","0","63779708"
"63747454","0","63760442"
"63740010","1",""
"63709822","0",""
"63708214","0",""
"63672955","0",""
"63653161","0","63660877"
"63517874","3",""
"63460161","0",""
"63434178","5","63452414"
"63430951","0","63431248"
"63427228","0",""
"63382710","2",""
"63316759","0",""
"63302527","0","63304852"
"63275569","0",""
"63243696","2",""
"63239929","0","63243126"
"63236941","0",""
"63211463","0","63211626"
"63155722","0","63308266"
"63135603","0","63144919"
"63120555","3",""
"63119214","2",""
"63111754","1",""
"63083558","1",""
"63080744","0","63106509"
"63069230","2",""
"63003223","0",""
"62988081","0",""
"62948595","0","62948817"
"62895997","0","62909152"
"62861476","1",""
"62811776","0",""
"62786554","0",""
"62769336","3",""
"62735030","0","62745002"
"62728985","0",""
"62724547","1",""
"62719639","0","62719798"
"62712963","4","62714641"
"62656937","0",""
"62626878","2",""
"62608470","3","62610586"
"62601716","0","62662027"
"62601046","2",""
"62601020","0","66268015"
"62591705","5","62593372"
"62581363","0","62584909"
"62572323","2",""
"62526917","0",""
"62509637","4",""
"62499708","0",""
"62497616","0","62498197"
"62496544","0","62496722"
"62436251","1",""
"62421489","1",""
"62328151","0","62328961"
"62318260","4",""
"62315746","0",""
"62299010","0",""
"62291441","2","62336209"
"62288634","0",""
"62279117","5",""
"62276805","0",""
"62272958","0","62274548"
"62268302","0","62313010"
"62259100","2","62259450"
"62258260","0",""
"62248455","13","62250362"
"62244610","2",""
"62231031","1",""
"62230139","3","64862016"
"62184757","2",""
"62174986","0",""
"62153385","0","62160956"
"62135784","4",""
"62133256","7",""
"62114563","2",""
"62072396","7",""
"62043494","0","62044151"
"62012899","2","62018797"
"61982023","0","61985267"
"61977341","2",""
"61956078","0",""
"61952877","0","61959640"
"61939028","0",""
"61907589","0","61908293"
"61901318","1",""
"61866913","1",""
"61862805","0",""
"61846409","3",""
"61827618","1",""
"61827301","0","61828020"
"61787119","3","61923324"
"61770575","0","61771587"
"61757240","0","61770024"
"61700506","0","61709975"
"61638578","0",""
"61620470","0",""
"61570873","0","61570950"
"61560956","1","61575357"
"61507998","0",""
"61498301","0","61498528"
"61492130","1","61492599"
"61446106","0","61446569"
"61399545","0","61399612"
"61364160","0",""
"61349106","0","61360682"
"61312463","1",""
"61311478","3",""
"61271630","3",""
"61244581","1","61245041"
"61243366","0",""
"61233825","0",""
"61227517","0",""
"61224496","0","61229363"
"61217432","2",""
"61199561","0",""
"61196817","1",""
"61157314","0","61226181"
"61155129","2",""
"61147589","3",""
"61118213","0","61120842"
"61066832","0",""
"61055658","0",""
"61032316","2",""
"61028704","3",""
"61010075","0","61010799"
"61002376","0",""
"60982657","0",""
"60967134","0","61035804"
"60941700","0",""
"60928526","0","60928633"
"60922171","0","60922553"
"60909505","0",""
"60871375","0","60872541"
"60867353","0","60989317"
"60842608","0",""
"60842476","2","60843545"
"60835684","0",""
"60832547","2","60834242"
"60832385","0","60841866"
"60817384","1",""
"60809394","0","60809901"
"60751304","0","60765752"
"60686556","0",""
"60680245","0","60681122"
"60643565","8",""
"60638828","0","60642923"
"60563235","2",""
"60535463","0",""
"60534999","11","60553026"
"60533029","1","60541041"
"60485793","4",""
"60481221","0","60481357"
"60474601","0",""
"60467185","0",""
"60387288","2","60387996"
"60372143","2","60372277"
"60363904","0","60379671"
"60358511","0",""
"60306461","4","60345957"
"60293351","0","60296409"
"60291151","9","60294069"
"60271642","0",""
"60253648","2",""
"60184117","2","60340477"
"60177776","2",""
"60166480","2","60167755"
"60151850","1","60190878"
"60096866","0",""
"60083593","1",""
"60054451","0",""
"60044922","0",""
"60025104","0",""
"60022316","0",""
"60004487","0",""
"59921887","4",""
"59912210","0",""
"59911279","0","59912361"
"59882071","0",""
"59878229","2",""
"59872918","1",""
"59847655","3",""
"59824791","0",""
"59811807","0",""
"59713285","1",""
"59712626","4",""
"59694599","0",""
"59651229","0",""
"59649783","0","59660764"
"59633749","2",""
"59633676","0",""
"59592326","0",""
"59588423","0",""
"59576880","5",""
"59567357","0","59567858"
"59521204","3",""
"59508726","0",""
"59505444","1","59507255"
"59503113","1","59534995"
"59433552","1",""
"59412953","0",""
"59389952","2",""
"59373151","0","59374288"
"59347811","0","59362941"
"59316859","0","59355742"
"59281409","0","59281516"
"59266675","0","59266806"
"59237194","1","59237359"
"59225688","0",""
"59217875","1",""
"59194278","0",""
"59183624","0","59217061"
"59173175","8","59174318"
"59140429","0",""
"59096760","3",""
"59089613","0",""
"59080485","2",""
"59077577","3",""
"59056631","1",""
"59050554","0","59580852"
"59022463","1",""
"59007436","1",""
"58971014","0","58980227"
"58965192","0",""
"58956995","1","59042791"
"58941049","1","58941391"
"58857373","2",""
"58840538","1",""
"58839334","3","58839889"
"58822292","0","58822726"
"58800527","0","58800887"
"58779371","0","58787086"
"58770490","4",""
"58754796","1",""
"58749763","2",""
"58698428","4","58709998"
"58655526","0",""
"58625071","0","58627653"
"58618352","0","58618741"
"58612753","0",""
"58602394","2",""
"58548567","0",""
"58541373","0",""
"58506951","0","58522190"
"58475716","7","58516624"
"58465921","2",""
"58426956","0",""
"58411863","5",""
"58399471","4",""
"58375251","4","58376369"
"58350213","0",""
"58349049","0","58349521"
"58327404","6",""
"58295677","3","58497915"
"58294772","0","58295282"
"58292167","0","58307999"
"58289553","2",""
"58180592","0",""
"58165337","1",""
"58123369","0","58124810"
"58085131","0",""
"58068992","3","58109352"
"58067695","2",""
"58066049","2",""
"58059619","0",""
"58056275","0","58056286"
"58023920","3",""
"58002877","0",""
"57994144","2","57994696"
"57987235","0","57997729"
"57983960","4",""
"57977061","0","57977458"
"57925219","0","57927922"
"57869018","1",""
"57857240","0","57860929"
"57818526","0",""
"57813864","0","57821149"
"57803005","1",""
"57779549","0","57784032"
"57749696","0","57749956"
"57742004","0","57742053"
"57713159","2","57714185"
"57680283","0",""
"57638512","4",""
"57592503","2","57592922"
"57543359","0",""
"57539043","3","57599728"
"57529351","0",""
"57527350","5",""
"57470789","5",""
"57455824","0",""
"57360747","1","57365644"
"57346347","0","57347698"
"57335069","2",""
"57320624","2",""
"57307940","0",""
"57293069","0","57343183"
"57291975","3",""
"57243120","4",""
"57233930","0",""
"57193665","0","57193799"
"57181262","3",""
"57138527","0",""
"57134119","0",""
"57128766","0","57134499"
"57115122","0",""
"57057992","0","57072351"
"57026011","0","57284540"
"57009676","0","57013292"
"57009108","0",""
"57008528","0","57017151"
"56989581","3",""
"56978661","0","56979424"
"56929414","2",""
"56914017","0","56914811"
"56884474","2",""
"56884204","4","56914947"
"56884020","2","56885830"
"56870824","0","56872225"
"56841777","0","56852257"
"56839600","5",""
"56809956","0",""
"56805757","8",""
"56779217","0",""
"56762031","2",""
"56754251","1","56759895"
"56738148","4",""
"56728218","0","56733926"
"56721753","6","56726890"
"56713358","2","57547113"
"56691577","7",""
"56689311","0","56689469"
"56687161","0","56687231"
"56621702","0","56621767"
"56610465","0","57664963"
"56592351","2","56592530"
"56589370","0",""
"56556837","0","56560157"
"56527814","0","56635121"
"56478443","3",""
"56476694","1",""
"56474535","7",""
"56439712","3",""
"56425454","1","56427280"
"56419706","0",""
"56415464","0","56415481"
"56392852","1","56398033"
"56350280","1",""
"56315645","0","56316787"
"56304480","2","56304583"
"56271184","2",""
"56267537","0","56278823"
"56221883","0","56224318"
"56198930","0","56217275"
"56181929","0","56186497"
"56102201","4",""
"56024637","5","56030163"
"56003441","0",""
"55984480","0","55993906"
"55955027","0","55955202"
"55923885","1",""
"55894231","0",""
"55864933","3","55953565"
"55852115","0","57432475"
"55782871","0",""
"55776532","0","55776787"
"55770861","0",""
"55754314","3",""
"55750856","5",""
"55735766","0",""
"55710681","2",""
"55707577","0",""
"55664184","8",""
"55626246","0",""
"55614188","1",""
"55610537","2",""
"55557300","5",""
"55528385","4","55605413"
"55482342","1","55495341"
"55474457","0","55475013"
"55457010","3",""
"55412204","7",""
"55352301","0","55362465"
"55350093","0",""
"55307452","0","55313236"
"55297602","0",""
"55242340","4",""
"55232131","1",""
"55208706","0",""
"55174358","0","55176765"
"55141126","1","55192428"
"55094637","0","55096235"
"55090520","0","55118103"
"55051595","0",""
"55030231","0","55030408"
"55017747","0","55018475"
"55012475","0",""
"54966341","0",""
"54912026","0",""
"54905621","1",""
"54899462","0",""
"54891384","1",""
"54890373","0",""
"54881323","5",""
"54874069","0","54874271"
"54870645","0",""
"54868337","2",""
"54847574","4","55022104"
"54784287","0","54788211"
"54784033","5",""
"54745482","2","54748136"
"54743007","1",""
"54735204","0","54737936"
"54728459","0",""
"54660886","0","54661544"
"54659228","2",""
"54636433","0","54661633"
"54628104","0","54636721"
"54623094","2",""
"54613100","4","54618624"
"54551702","0",""
"54539126","0",""
"54520688","0",""
"54512264","5",""
"54429050","0","54434465"
"54343654","1",""
"54308734","0",""
"54305070","0","54325344"
"54206958","0",""
"54136855","0",""
"54072496","0","54706978"
"54028477","7","54054933"
"54023471","3",""
"53978354","0",""
"53972614","4","53975238"
"53939191","3","53939660"
"53926860","3","53934116"
"53900780","2",""
"53895610","3",""
"53883979","2",""
"53877017","1","53880176"
"53876024","6","53877209"
"53865020","2",""
"53841061","3","53841530"
"53824536","0",""
"53769967","1",""
"53762436","0","53762797"
"53755893","0","53760227"
"53753614","2","53771730"
"53749159","2",""
"53746225","2","53752907"
"53737431","0","53739970"
"53733510","0",""
"53722571","3",""
"53721550","2",""
"53692117","0","53703473"
"53685032","0",""
"53652908","4",""
"53612938","0","54382451"
"53590071","0",""
